,num,lat,lon,Tmax,Tmin,prec,TH0,TL1,sqrt_dw,sqrt_p
8141,2,41.988586396,-87.85447335100001,91.0,61.0,0.53,83.0,61.0,0.030996646572229076,0.0
8142,1,41.896131093,-87.656762124,91.0,61.0,0.53,83.0,61.0,0.067642277648985,0.05707747606380519
8143,1,41.925286783000004,-87.747459124,91.0,61.0,0.53,83.0,61.0,0.1893015206946959,0.06480129935215265
8144,1,41.866915182,-87.654918844,91.0,61.0,0.53,83.0,61.0,0.1284681694148799,0.05048937790800792
8145,4,41.922736649,-87.63244996700001,91.0,61.0,0.53,83.0,61.0,0.030345566749604654,0.0
8147,2,41.742670478,-87.731550059,91.0,61.0,0.53,83.0,61.0,0.17819336289604845,0.05908290095055221
8148,1,41.907284873,-87.701394637,91.0,61.0,0.53,83.0,61.0,0.011399562918056237,0.0
8149,7,41.883771777,-87.716168365,91.0,61.0,0.53,83.0,61.0,0.0,0.0
8150,2,41.987880692,-87.666785075,91.0,61.0,0.53,83.0,61.0,0.09486117247401259,0.029284720946763213
8151,2,41.704338415,-87.657084272,91.0,61.0,0.53,83.0,61.0,0.12258131236267326,0.05287960915046234
8153,1,41.925286783000004,-87.747459124,91.0,61.0,0.53,83.0,61.0,0.1893015206946959,0.06480129935215265
8154,8,41.802359309,-87.643075919,91.0,61.0,0.53,83.0,61.0,0.08347923404105824,0.05519450021471727
8157,1,41.907284873,-87.701394637,91.0,61.0,0.53,83.0,61.0,0.011399562918056237,0.0
8158,1,41.945961094,-87.83294247299999,91.0,61.0,0.53,83.0,61.0,0.08846750168155891,0.06011196910693973
8159,4,41.662386728,-87.590179728,91.0,61.0,0.53,83.0,61.0,0.06394618890004815,0.08226546020682089
8160,16,41.798210726,-87.73692496299999,91.0,61.0,0.53,83.0,61.0,0.14767048862528212,0.06585225705572206
8161,13,41.965374859,-87.758411715,91.0,61.0,0.53,83.0,61.0,0.1306825213647994,0.015977599899029506
8162,2,41.964405454,-87.691370391,91.0,61.0,0.53,83.0,61.0,0.06434964199666891,0.05543865094831889
8163,13,42.010643274,-87.8067973,91.0,61.0,0.53,83.0,61.0,0.13891958244136354,0.0
8164,9,41.742670478,-87.731550059,91.0,61.0,0.53,83.0,61.0,0.17819336289604845,0.05908290095055221
8165,1,41.768485667,-87.67946342799999,91.0,61.0,0.53,83.0,61.0,0.1293614383729444,0.07764220068890831
8166,3,41.73318788,-87.55562869,91.0,61.0,0.53,83.0,61.0,0.11392112323955408,0.0
8167,5,41.754148414,-87.61272102299999,91.0,61.0,0.53,83.0,61.0,0.12172893393020157,0.10089343317841598
8169,3,41.988586396,-87.85447335100001,91.0,61.0,0.53,83.0,61.0,0.030996646572229076,0.0
8170,5,41.923887364,-87.778909912,91.0,61.0,0.53,83.0,61.0,0.06688200940255568,0.0
8171,12,41.956298856,-87.797517445,91.0,61.0,0.53,83.0,61.0,0.0906973936468076,0.10511499496778832
8173,34,41.798210726,-87.73692496299999,91.0,61.0,0.53,83.0,61.0,0.14767048862528212,0.06585225705572206
8174,2,41.768485667,-87.67946342799999,91.0,61.0,0.53,83.0,61.0,0.1293614383729444,0.07764220068890831
8175,5,41.731446858000005,-87.649722253,91.0,61.0,0.53,83.0,61.0,0.11657350828742727,0.0675520383408037
8178,20,41.953664151999995,-87.724987191,91.0,61.0,0.53,83.0,61.0,0.14245854743044195,0.008885545521705354
8179,3,41.962014638,-87.646847726,91.0,61.0,0.53,83.0,61.0,0.05932232011692888,0.006646072113459674
8181,8,41.965374859,-87.758411715,91.0,61.0,0.53,83.0,61.0,0.1306825213647994,0.015977599899029506
8182,22,42.007997503,-87.778234965,91.0,61.0,0.53,83.0,61.0,0.07577168867150579,0.03129335234961226
8183,1,41.774841115,-87.72800581899999,91.0,61.0,0.53,83.0,61.0,0.13883934145077015,0.013176293577738935
8185,1,41.988586396,-87.85447335100001,91.0,61.0,0.53,83.0,61.0,0.030996646572229076,0.0
8187,5,41.657068876,-87.546048865,91.0,61.0,0.53,83.0,61.0,0.053708848533524145,0.05963816778460306
8188,7,41.962014638,-87.646847726,91.0,61.0,0.53,83.0,61.0,0.05932232011692888,0.006646072113459674
8189,44,41.704687214,-87.56423556200001,91.0,61.0,0.53,83.0,61.0,0.09636663549538735,0.0
8190,9,41.987880692,-87.666785075,91.0,61.0,0.53,83.0,61.0,0.09486117247401259,0.029284720946763213
8191,3,42.007997503,-87.778234965,91.0,61.0,0.53,83.0,61.0,0.07577168867150579,0.03129335234961226
8192,3,41.825398256,-87.723962137,91.0,61.0,0.53,83.0,61.0,0.0,0.09706167969507173
8193,45,41.798210726,-87.73692496299999,91.0,61.0,0.53,83.0,61.0,0.14767048862528212,0.06585225705572206
8194,3,41.728490034000004,-87.60852430799999,91.0,61.0,0.53,83.0,61.0,0.16772883671560634,0.036370581686491765
8195,7,41.771198588000004,-87.703106608,91.0,61.0,0.53,83.0,61.0,0.028177845901324473,0.0
8196,14,41.892219983000004,-87.691697729,91.0,61.0,0.53,83.0,61.0,0.11996094178493685,0.014914044650244868
8197,24,41.974522760999996,-87.80458947,91.0,61.0,0.53,83.0,61.0,0.1146846790141019,0.07265509856769375
8198,3,41.872872862,-87.764736532,91.0,61.0,0.53,83.0,61.0,0.04874109427865112,0.0
8199,2,41.993564362,-87.74542038700001,91.0,61.0,0.53,83.0,61.0,0.10059302343030734,0.0761341755075271
8200,22,41.956298856,-87.797517445,91.0,61.0,0.53,83.0,61.0,0.0906973936468076,0.10511499496778832
8201,16,41.916134719,-87.801092809,91.0,61.0,0.53,83.0,61.0,0.13634802916183988,0.06328288475578461
8203,12,41.956298856,-87.797517445,91.0,61.0,0.53,83.0,61.0,0.0906973936468076,0.10511499496778832
8204,25,41.974522760999996,-87.80458947,91.0,61.0,0.53,83.0,61.0,0.1146846790141019,0.07265509856769375
8205,6,41.974522760999996,-87.80458947,91.0,61.0,0.53,83.0,61.0,0.1146846790141019,0.07265509856769375
8208,1,41.883771777,-87.716168365,91.0,61.0,0.53,83.0,61.0,0.0,0.0
8209,3,41.922736649,-87.63244996700001,91.0,61.0,0.53,83.0,61.0,0.030345566749604654,0.0
8210,2,41.916134719,-87.801092809,91.0,61.0,0.53,83.0,61.0,0.13634802916183988,0.06328288475578461
8211,8,42.010643274,-87.8067973,91.0,61.0,0.53,83.0,61.0,0.13891958244136354,0.0
8212,7,41.987244608000005,-87.68941677,91.0,61.0,0.53,83.0,61.0,0.019956890581410404,0.006715006199679729
8213,11,41.754148414,-87.61272102299999,91.0,61.0,0.53,83.0,61.0,0.12172893393020157,0.10089343317841598
8214,11,41.657068876,-87.546048865,91.0,61.0,0.53,83.0,61.0,0.053708848533524145,0.05963816778460306
8216,20,41.774841115,-87.72800581899999,91.0,61.0,0.53,83.0,61.0,0.13883934145077015,0.013176293577738935
8217,2,41.913567582,-87.72630030200001,91.0,61.0,0.53,83.0,61.0,0.15274542569647204,0.045738345262628
8218,21,41.704687214,-87.56423556200001,91.0,61.0,0.53,83.0,61.0,0.09636663549538735,0.0
8219,4,41.742670478,-87.731550059,91.0,61.0,0.53,83.0,61.0,0.17819336289604845,0.05908290095055221
8220,2,41.676887316,-87.66122192600001,91.0,61.0,0.53,83.0,61.0,0.15363477605366546,0.07683150669973131
8222,1,41.93279021,-87.70023788399999,91.0,61.0,0.53,83.0,61.0,0.09877168701474114,0.031206648293880025
8224,5,41.907284873,-87.701394637,91.0,61.0,0.53,83.0,61.0,0.011399562918056237,0.0
8225,2,41.872872862,-87.764736532,91.0,61.0,0.53,83.0,61.0,0.04874109427865112,0.0
8226,2,41.986319851,-87.728378456,91.0,61.0,0.53,83.0,61.0,0.05142467714415095,0.006352782672687366
8227,6,41.763370922,-87.637872614,91.0,61.0,0.53,83.0,61.0,0.10197529029133898,0.0
8228,11,41.659236018,-87.612015128,91.0,61.0,0.53,83.0,61.0,0.08003388922692806,0.014381213166522097
8230,7,41.867599254,-87.69578544299999,91.0,61.0,0.53,83.0,61.0,0.058564821377071745,0.03552739478951837
8232,2,41.778305156,-87.754366286,91.0,61.0,0.53,83.0,61.0,0.20367772356647734,0.047020504720180725
8233,2,41.953664151999995,-87.724987191,91.0,61.0,0.53,83.0,61.0,0.14245854743044195,0.008885545521705354
8235,4,41.728490034000004,-87.60852430799999,91.0,61.0,0.53,83.0,61.0,0.16772883671560634,0.036370581686491765
8236,4,41.965374859,-87.758411715,91.0,61.0,0.53,83.0,61.0,0.1306825213647994,0.015977599899029506
8238,28,41.681034931,-87.533436467,91.0,61.0,0.53,83.0,61.0,0.06758508811760848,0.03816218827005419
8239,3,41.774841115,-87.72800581899999,91.0,61.0,0.53,83.0,61.0,0.13883934145077015,0.013176293577738935
8241,2,41.778305156,-87.754366286,91.0,63.0,0.0,88.0,70.0,0.20367772356647734,0.047020504720180725
8242,14,42.007997503,-87.778234965,91.0,63.0,0.0,88.0,70.0,0.07577168867150579,0.03129335234961226
8243,1,41.778305156,-87.754366286,91.0,63.0,0.0,88.0,70.0,0.20367772356647734,0.047020504720180725
8244,3,41.754148414,-87.61272102299999,91.0,63.0,0.0,88.0,70.0,0.12172893393020157,0.10089343317841598
8245,1,41.962014638,-87.646847726,91.0,63.0,0.0,88.0,70.0,0.05932232011692888,0.006646072113459674
8247,2,41.904773448,-87.755685753,91.0,63.0,0.0,88.0,70.0,0.17405141762590076,0.0
8248,8,41.953664151999995,-87.724987191,91.0,63.0,0.0,88.0,70.0,0.14245854743044195,0.008885545521705354
8250,2,41.774841115,-87.72800581899999,91.0,63.0,0.0,88.0,70.0,0.13883934145077015,0.013176293577738935
8252,48,41.798210726,-87.73692496299999,91.0,63.0,0.0,88.0,70.0,0.14767048862528212,0.06585225705572206
8253,10,41.681034931,-87.533436467,91.0,63.0,0.0,88.0,70.0,0.06758508811760848,0.03816218827005419
8254,1,41.987244608000005,-87.68941677,91.0,63.0,0.0,88.0,70.0,0.019956890581410404,0.006715006199679729
8255,2,41.988586396,-87.85447335100001,91.0,63.0,0.0,88.0,70.0,0.030996646572229076,0.0
8256,17,41.974522760999996,-87.80458947,91.0,63.0,0.0,88.0,70.0,0.1146846790141019,0.07265509856769375
8257,5,41.73318788,-87.55562869,91.0,63.0,0.0,88.0,70.0,0.11392112323955408,0.0
8258,5,41.964405454,-87.691370391,91.0,63.0,0.0,88.0,70.0,0.06434964199666891,0.05543865094831889
8262,26,41.798210726,-87.73692496299999,91.0,63.0,0.0,88.0,70.0,0.14767048862528212,0.06585225705572206
8263,2,42.010529289000004,-87.66084506899999,91.0,63.0,0.0,88.0,70.0,0.028991438336231013,0.0
8264,12,41.956298856,-87.797517445,91.0,63.0,0.0,88.0,70.0,0.0906973936468076,0.10511499496778832
8266,1,41.93279021,-87.70023788399999,91.0,63.0,0.0,88.0,70.0,0.09877168701474114,0.031206648293880025
8267,4,41.922736649,-87.63244996700001,91.0,63.0,0.0,88.0,70.0,0.030345566749604654,0.0
8268,3,41.771198588000004,-87.703106608,91.0,63.0,0.0,88.0,70.0,0.028177845901324473,0.0
8269,1,42.010529289000004,-87.66084506899999,91.0,63.0,0.0,88.0,70.0,0.028991438336231013,0.0
8270,2,41.763370922,-87.637872614,91.0,63.0,0.0,88.0,70.0,0.10197529029133898,0.0
8272,1,41.925286783000004,-87.747459124,91.0,63.0,0.0,88.0,70.0,0.1893015206946959,0.06480129935215265
8273,5,41.801047857,-87.680424734,91.0,63.0,0.0,88.0,70.0,0.12005767619003087,0.02846289506117252
8275,15,41.659236018,-87.612015128,91.0,63.0,0.0,88.0,70.0,0.08003388922692806,0.014381213166522097
8276,4,41.657068876,-87.546048865,91.0,63.0,0.0,88.0,70.0,0.053708848533524145,0.05963816778460306
8279,4,41.773085400999996,-87.600167559,91.0,63.0,0.0,88.0,70.0,0.030236675229690358,0.03476478406912625
8280,4,41.820858508,-87.665108095,91.0,63.0,0.0,88.0,70.0,0.09015996526655921,0.08386595529164773
8281,5,41.913567582,-87.72630030200001,91.0,63.0,0.0,88.0,70.0,0.15274542569647204,0.045738345262628
8283,6,41.820858508,-87.665108095,91.0,63.0,0.0,88.0,70.0,0.09015996526655921,0.08386595529164773
8284,1,41.7212875,-87.665235702,91.0,63.0,0.0,88.0,70.0,0.09275289648574891,0.050119547841803266
8285,50,41.974522760999996,-87.80458947,91.0,63.0,0.0,88.0,70.0,0.1146846790141019,0.07265509856769375
8287,2,41.956298856,-87.797517445,91.0,63.0,0.0,88.0,70.0,0.0906973936468076,0.10511499496778832
8288,1,41.867599254,-87.69578544299999,91.0,63.0,0.0,88.0,70.0,0.058564821377071745,0.03552739478951837
8290,6,41.820858508,-87.665108095,91.0,63.0,0.0,88.0,70.0,0.09015996526655921,0.08386595529164773
8291,1,41.754148414,-87.61272102299999,91.0,63.0,0.0,88.0,70.0,0.12172893393020157,0.10089343317841598
8292,4,41.704338415,-87.657084272,91.0,63.0,0.0,88.0,70.0,0.12258131236267326,0.05287960915046234
8294,8,41.742670478,-87.731550059,91.0,63.0,0.0,88.0,70.0,0.17819336289604845,0.05908290095055221
8295,3,41.994966304,-87.77083722,91.0,63.0,0.0,88.0,70.0,0.01892376454343158,0.013277618827599372
8296,28,41.916134719,-87.801092809,91.0,63.0,0.0,88.0,70.0,0.13634802916183988,0.06328288475578461
8297,14,41.987244608000005,-87.68941677,91.0,63.0,0.0,88.0,70.0,0.019956890581410404,0.006715006199679729
8298,12,41.704338415,-87.657084272,91.0,63.0,0.0,88.0,70.0,0.12258131236267326,0.05287960915046234
8300,7,41.7212875,-87.665235702,91.0,63.0,0.0,88.0,70.0,0.09275289648574891,0.050119547841803266
8302,12,41.945961094,-87.83294247299999,91.0,63.0,0.0,88.0,70.0,0.08846750168155891,0.06011196910693973
8303,2,41.662386728,-87.590179728,91.0,63.0,0.0,88.0,70.0,0.06394618890004815,0.08226546020682089
8305,10,41.953664151999995,-87.724987191,91.0,63.0,0.0,88.0,70.0,0.14245854743044195,0.008885545521705354
8307,50,41.798210726,-87.73692496299999,91.0,63.0,0.0,88.0,70.0,0.14767048862528212,0.06585225705572206
8308,1,41.794366478,-87.648925137,91.0,63.0,0.0,88.0,70.0,0.08203692627075344,0.05106697677478291
8309,24,41.953664151999995,-87.724987191,91.0,63.0,0.0,88.0,70.0,0.14245854743044195,0.008885545521705354
8310,14,41.965374859,-87.758411715,91.0,63.0,0.0,88.0,70.0,0.1306825213647994,0.015977599899029506
8312,6,41.987880692,-87.666785075,91.0,63.0,0.0,88.0,70.0,0.09486117247401259,0.029284720946763213
8314,7,41.986319851,-87.728378456,91.0,63.0,0.0,88.0,70.0,0.05142467714415095,0.006352782672687366
8315,49,41.974522760999996,-87.80458947,91.0,63.0,0.0,88.0,70.0,0.1146846790141019,0.07265509856769375
8316,1,41.892219983000004,-87.691697729,91.0,63.0,0.0,88.0,70.0,0.11996094178493685,0.014914044650244868
8317,1,41.705327644,-87.632955365,91.0,63.0,0.0,88.0,70.0,0.14217400706326813,0.009569513509900485
8318,3,41.986319851,-87.728378456,91.0,63.0,0.0,88.0,70.0,0.05142467714415095,0.006352782672687366
8319,1,41.988586396,-87.85447335100001,91.0,63.0,0.0,88.0,70.0,0.030996646572229076,0.0
8320,1,41.923887364,-87.778909912,91.0,63.0,0.0,88.0,70.0,0.06688200940255568,0.0
8321,5,41.892219983000004,-87.691697729,91.0,63.0,0.0,88.0,70.0,0.11996094178493685,0.014914044650244868
8322,4,41.993564362,-87.74542038700001,91.0,63.0,0.0,88.0,70.0,0.10059302343030734,0.0761341755075271
8326,4,41.802359309,-87.643075919,91.0,63.0,0.0,88.0,70.0,0.08347923404105824,0.05519450021471727
8327,8,41.916134719,-87.801092809,91.0,63.0,0.0,88.0,70.0,0.13634802916183988,0.06328288475578461
8331,50,41.953664151999995,-87.724987191,91.0,63.0,0.0,88.0,70.0,0.14245854743044195,0.008885545521705354
8332,28,41.742670478,-87.731550059,91.0,63.0,0.0,88.0,70.0,0.17819336289604845,0.05908290095055221
8333,50,41.798210726,-87.73692496299999,91.0,63.0,0.0,88.0,70.0,0.14767048862528212,0.06585225705572206
8334,3,42.010529289000004,-87.66084506899999,91.0,63.0,0.0,88.0,70.0,0.028991438336231013,0.0
8336,8,41.798210726,-87.73692496299999,91.0,63.0,0.0,88.0,70.0,0.14767048862528212,0.06585225705572206
8337,7,41.704687214,-87.56423556200001,91.0,63.0,0.0,88.0,70.0,0.09636663549538735,0.0
8338,2,41.704687214,-87.56423556200001,91.0,63.0,0.0,88.0,70.0,0.09636663549538735,0.0
8339,3,41.994966304,-87.77083722,91.0,63.0,0.0,88.0,70.0,0.01892376454343158,0.013277618827599372
8340,1,41.659236018,-87.612015128,91.0,63.0,0.0,88.0,70.0,0.08003388922692806,0.014381213166522097
8341,13,41.845715401999996,-87.715898597,91.0,63.0,0.0,88.0,70.0,0.12429035069694502,0.06464675392435451
8342,18,41.798210726,-87.73692496299999,91.0,63.0,0.0,88.0,70.0,0.14767048862528212,0.06585225705572206
8343,5,41.802359309,-87.643075919,91.0,63.0,0.0,88.0,70.0,0.08347923404105824,0.05519450021471727
8344,3,41.825398256,-87.723962137,91.0,63.0,0.0,88.0,70.0,0.0,0.09706167969507173
8346,3,41.731446858000005,-87.649722253,91.0,63.0,0.0,88.0,70.0,0.11657350828742727,0.0675520383408037
8347,4,41.987244608000005,-87.68941677,91.0,63.0,0.0,88.0,70.0,0.019956890581410404,0.006715006199679729
8348,8,42.010643274,-87.8067973,91.0,63.0,0.0,88.0,70.0,0.13891958244136354,0.0
8349,28,41.742670478,-87.731550059,91.0,63.0,0.0,88.0,70.0,0.17819336289604845,0.05908290095055221
8350,25,42.007997503,-87.778234965,91.0,63.0,0.0,88.0,70.0,0.07577168867150579,0.03129335234961226
8351,1,41.754148414,-87.61272102299999,91.0,63.0,0.0,88.0,70.0,0.12172893393020157,0.10089343317841598
8352,2,41.794366478,-87.648925137,91.0,63.0,0.0,88.0,70.0,0.08203692627075344,0.05106697677478291
8353,3,41.987880692,-87.666785075,91.0,63.0,0.0,88.0,70.0,0.09486117247401259,0.029284720946763213
8354,1,41.710542402,-87.584558933,91.0,63.0,0.0,88.0,70.0,0.07422721791287477,0.0806016204354327
8356,1,41.872872862,-87.764736532,91.0,63.0,0.0,88.0,70.0,0.04874109427865112,0.0
8357,6,42.010643274,-87.8067973,91.0,63.0,0.0,88.0,70.0,0.13891958244136354,0.0
8359,13,41.681034931,-87.533436467,91.0,63.0,0.0,88.0,70.0,0.06758508811760848,0.03816218827005419
8360,10,41.773085400999996,-87.600167559,91.0,63.0,0.0,88.0,70.0,0.030236675229690358,0.03476478406912625
8361,16,41.763370922,-87.637872614,91.0,63.0,0.0,88.0,70.0,0.10197529029133898,0.0
8362,3,41.731446858000005,-87.649722253,91.0,63.0,0.0,88.0,70.0,0.11657350828742727,0.0675520383408037
8363,1,41.857837294,-87.63586198600001,91.0,63.0,0.0,88.0,70.0,0.01733753492009531,0.03095018750801095
8364,2,41.986319851,-87.728378456,91.0,63.0,0.0,88.0,70.0,0.05142467714415095,0.006352782672687366
8365,50,41.987880692,-87.666785075,91.0,63.0,0.0,88.0,70.0,0.09486117247401259,0.029284720946763213
8366,5,41.953664151999995,-87.724987191,91.0,63.0,0.0,88.0,70.0,0.14245854743044195,0.008885545521705354
8367,24,41.987880692,-87.666785075,91.0,63.0,0.0,88.0,70.0,0.09486117247401259,0.029284720946763213
8368,17,41.974522760999996,-87.80458947,91.0,63.0,0.0,88.0,70.0,0.1146846790141019,0.07265509856769375
8369,44,41.798210726,-87.73692496299999,91.0,63.0,0.0,88.0,70.0,0.14767048862528212,0.06585225705572206
8371,4,41.904773448,-87.755685753,91.0,63.0,0.0,88.0,70.0,0.17405141762590076,0.0
8373,7,41.923887364,-87.778909912,91.0,63.0,0.0,88.0,70.0,0.06688200940255568,0.0
8374,3,41.993564362,-87.74542038700001,91.0,63.0,0.0,88.0,70.0,0.10059302343030734,0.0761341755075271
8375,2,41.774841115,-87.72800581899999,91.0,63.0,0.0,88.0,70.0,0.13883934145077015,0.013176293577738935
8376,16,41.883771777,-87.716168365,91.0,63.0,0.0,88.0,70.0,0.0,0.0
8379,9,41.774841115,-87.72800581899999,91.0,63.0,0.0,88.0,70.0,0.13883934145077015,0.013176293577738935
8380,5,41.802359309,-87.643075919,92.0,58.0,1.99,85.0,64.0,0.08347923404105824,0.05519450021471727
8381,5,41.820858508,-87.665108095,92.0,58.0,1.99,85.0,64.0,0.09015996526655921,0.08386595529164773
8382,9,41.93279021,-87.70023788399999,92.0,58.0,1.99,85.0,64.0,0.09877168701474114,0.031206648293880025
8383,2,41.925286783000004,-87.747459124,92.0,58.0,1.99,85.0,64.0,0.1893015206946959,0.06480129935215265
8384,1,41.794366478,-87.648925137,92.0,58.0,1.99,85.0,64.0,0.08203692627075344,0.05106697677478291
8385,4,41.987880692,-87.666785075,92.0,58.0,1.99,85.0,64.0,0.09486117247401259,0.029284720946763213
8386,36,41.754148414,-87.61272102299999,92.0,58.0,1.99,85.0,64.0,0.12172893393020157,0.10089343317841598
8388,1,42.007997503,-87.778234965,92.0,58.0,1.99,85.0,64.0,0.07577168867150579,0.03129335234961226
8389,46,41.956298856,-87.797517445,92.0,58.0,1.99,85.0,64.0,0.0906973936468076,0.10511499496778832
8390,6,41.681034931,-87.533436467,92.0,58.0,1.99,85.0,64.0,0.06758508811760848,0.03816218827005419
8391,25,41.798210726,-87.73692496299999,92.0,58.0,1.99,85.0,64.0,0.14767048862528212,0.06585225705572206
8392,4,41.774841115,-87.72800581899999,92.0,58.0,1.99,85.0,64.0,0.13883934145077015,0.013176293577738935
8393,33,41.945961094,-87.83294247299999,92.0,58.0,1.99,85.0,64.0,0.08846750168155891,0.06011196910693973
8394,8,41.916134719,-87.801092809,92.0,58.0,1.99,85.0,64.0,0.13634802916183988,0.06328288475578461
8395,1,41.728490034000004,-87.60852430799999,92.0,58.0,1.99,85.0,64.0,0.16772883671560634,0.036370581686491765
8396,12,41.987244608000005,-87.68941677,92.0,58.0,1.99,85.0,64.0,0.019956890581410404,0.006715006199679729
8397,11,41.763370922,-87.637872614,92.0,58.0,1.99,85.0,64.0,0.10197529029133898,0.0
8398,32,41.704687214,-87.56423556200001,92.0,58.0,1.99,85.0,64.0,0.09636663549538735,0.0
8399,1,41.802359309,-87.643075919,92.0,58.0,1.99,85.0,64.0,0.08347923404105824,0.05519450021471727
8400,2,41.73318788,-87.55562869,92.0,58.0,1.99,85.0,64.0,0.11392112323955408,0.0
8402,2,41.742670478,-87.731550059,92.0,58.0,1.99,85.0,64.0,0.17819336289604845,0.05908290095055221
8403,1,41.93279021,-87.70023788399999,92.0,58.0,1.99,85.0,64.0,0.09877168701474114,0.031206648293880025
8404,18,41.956298856,-87.797517445,92.0,58.0,1.99,85.0,64.0,0.0906973936468076,0.10511499496778832
8405,4,41.994966304,-87.77083722,92.0,58.0,1.99,85.0,64.0,0.01892376454343158,0.013277618827599372
8406,6,42.010643274,-87.8067973,92.0,58.0,1.99,85.0,64.0,0.13891958244136354,0.0
8407,2,41.676887316,-87.66122192600001,92.0,58.0,1.99,85.0,64.0,0.15363477605366546,0.07683150669973131
8408,46,41.798210726,-87.73692496299999,92.0,58.0,1.99,85.0,64.0,0.14767048862528212,0.06585225705572206
8410,1,41.710542402,-87.584558933,92.0,58.0,1.99,85.0,64.0,0.07422721791287477,0.0806016204354327
8411,1,41.800597087,-87.711730345,92.0,58.0,1.99,85.0,64.0,0.16447870687533103,0.08145302645000929
8412,2,41.763370922,-87.637872614,92.0,58.0,1.99,85.0,64.0,0.10197529029133898,0.0
8413,1,41.657068876,-87.546048865,92.0,58.0,1.99,85.0,64.0,0.053708848533524145,0.05963816778460306
8414,3,41.986319851,-87.728378456,92.0,58.0,1.99,85.0,64.0,0.05142467714415095,0.006352782672687366
8415,1,41.659236018,-87.612015128,92.0,58.0,1.99,85.0,64.0,0.08003388922692806,0.014381213166522097
8417,5,41.962014638,-87.646847726,92.0,58.0,1.99,85.0,64.0,0.05932232011692888,0.006646072113459674
8418,7,42.010643274,-87.8067973,92.0,58.0,1.99,85.0,64.0,0.13891958244136354,0.0
8419,12,41.953664151999995,-87.724987191,92.0,58.0,1.99,85.0,64.0,0.14245854743044195,0.008885545521705354
8420,9,41.965374859,-87.758411715,92.0,58.0,1.99,85.0,64.0,0.1306825213647994,0.015977599899029506
8422,5,41.662386728,-87.590179728,92.0,58.0,1.99,85.0,64.0,0.06394618890004815,0.08226546020682089
8423,19,41.965374859,-87.758411715,92.0,58.0,1.99,85.0,64.0,0.1306825213647994,0.015977599899029506
8424,1,41.704687214,-87.56423556200001,92.0,58.0,1.99,85.0,64.0,0.09636663549538735,0.0
8425,4,41.923887364,-87.778909912,92.0,58.0,1.99,85.0,64.0,0.06688200940255568,0.0
8427,2,41.731446858000005,-87.649722253,92.0,58.0,1.99,85.0,64.0,0.11657350828742727,0.0675520383408037
8428,27,41.892219983000004,-87.691697729,92.0,58.0,1.99,85.0,64.0,0.11996094178493685,0.014914044650244868
8430,1,41.857837294,-87.63586198600001,92.0,58.0,1.99,85.0,64.0,0.01733753492009531,0.03095018750801095
8431,1,41.892219983000004,-87.691697729,92.0,58.0,1.99,85.0,64.0,0.11996094178493685,0.014914044650244868
8433,25,41.704687214,-87.56423556200001,92.0,58.0,1.99,85.0,64.0,0.09636663549538735,0.0
8434,15,41.883771777,-87.716168365,92.0,58.0,1.99,85.0,64.0,0.0,0.0
8437,4,42.007997503,-87.778234965,92.0,58.0,1.99,85.0,64.0,0.07577168867150579,0.03129335234961226
8438,35,41.798210726,-87.73692496299999,92.0,58.0,1.99,85.0,64.0,0.14767048862528212,0.06585225705572206
8439,10,41.974522760999996,-87.80458947,92.0,58.0,1.99,85.0,64.0,0.1146846790141019,0.07265509856769375
8440,2,41.845715401999996,-87.715898597,92.0,58.0,1.99,85.0,64.0,0.12429035069694502,0.06464675392435451
8443,1,41.825398256,-87.723962137,92.0,58.0,1.99,85.0,64.0,0.0,0.09706167969507173
8444,1,41.945961094,-87.83294247299999,92.0,58.0,1.99,85.0,64.0,0.08846750168155891,0.06011196910693973
8445,17,41.754148414,-87.61272102299999,92.0,58.0,1.99,85.0,64.0,0.12172893393020157,0.10089343317841598
8446,2,41.904773448,-87.755685753,92.0,58.0,1.99,85.0,64.0,0.17405141762590076,0.0
8447,5,41.773085400999996,-87.600167559,92.0,58.0,1.99,85.0,64.0,0.030236675229690358,0.03476478406912625
8448,10,41.659236018,-87.612015128,92.0,58.0,1.99,85.0,64.0,0.08003388922692806,0.014381213166522097
8450,20,41.987880692,-87.666785075,92.0,58.0,1.99,85.0,64.0,0.09486117247401259,0.029284720946763213
8451,7,41.965374859,-87.758411715,92.0,58.0,1.99,85.0,64.0,0.1306825213647994,0.015977599899029506
8452,2,41.768485667,-87.67946342799999,92.0,58.0,1.99,85.0,64.0,0.1293614383729444,0.07764220068890831
8453,4,41.987880692,-87.666785075,92.0,58.0,1.99,85.0,64.0,0.09486117247401259,0.029284720946763213
8454,8,41.731446858000005,-87.649722253,92.0,58.0,1.99,85.0,64.0,0.11657350828742727,0.0675520383408037
8456,2,41.907284873,-87.701394637,92.0,58.0,1.99,85.0,64.0,0.011399562918056237,0.0
8460,3,41.778305156,-87.754366286,92.0,58.0,1.99,85.0,64.0,0.20367772356647734,0.047020504720180725
8464,1,41.921776903,-87.632140452,92.0,58.0,1.99,85.0,64.0,0.03263564069143447,0.0
8465,12,41.681034931,-87.533436467,92.0,58.0,1.99,85.0,64.0,0.06758508811760848,0.03816218827005419
8468,17,41.742670478,-87.731550059,92.0,58.0,1.99,85.0,64.0,0.17819336289604845,0.05908290095055221
8471,8,41.801047857,-87.680424734,92.0,58.0,1.99,85.0,64.0,0.12005767619003087,0.02846289506117252
