"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-02","8.05",",,W"," 1453",",,X"," 1320",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"83",",,0","59",",,0","  200",",,X","  220",",,X","15.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-03","8.95",",,W"," 1527",",,X"," 1548",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"87",",,0","60",",,0","  210",",,X","  180",",,X","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-04","10.51",",,W"," 1130",",,X"," 1259",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"91",",,0","68",",,0","  200",",,X","  240",",,X","23.9",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-05","15.21",",,W"," 1149",",,X"," 1148",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"91",",,0","78",",,0","  210",",,X","  200",",,X","28.0",",,X","36.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-06","8.95",",,W"," 1813",",,X"," 1812",",,W","0.37",",,0,2400","0.0",",,0","0.0",",,0,",,,"90",",,0","73",",,0","  210",",,X","  210",",,X","25.9",",,X","36.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-07","6.26",",,W"," 1909",",,X"," 1909",",,W","0.20",",,0,2400","0.0",",,0","0.0",",,0,",,,"93",",,0","71",",,0","  170",",,X","  170",",,X","23.0",",,X","29.1",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-08","5.37",",,W"," 1445",",,X"," 1717",",,W","0.16",",,0,2400","0.0",",,0","0.0",",,0,",,,"88",",,0","73",",,0","  340",",,X","   40",",,X","14.1",",,X","19.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-09","7.61",",,W"," 1304",",,X"," 1714",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"88",",,0","70",",,0","  330",",,X","   60",",,X","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-10","8.05",",,W"," 1655",",,X"," 1654",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"89",",,0","69",",,0","  330",",,X","  320",",,X","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-11","7.83",",,W"," 1658",",,X"," 1658",",,W","0.79",",,0,2400","0.0",",,0","0.0",",,0,",,,"85",",,0","66",",,0","  200",",,X","  190",",,X","21.0",",,X","25.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-12","3.80",",,W"," 1628",",,X"," 1646",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"84",",,0","65",",,0","   50",",,X","   70",",,X","13.0",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-13","6.04",",,W"," 1502",",,X"," 1628",",,W","0.17",",,0,2400","0.0",",,0","0.0",",,0,",,,"84",",,0","70",",,0","   70",",,X","   60",",,X","13.0",",,X","21.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-14","10.07",",,W"," 1647",",,X"," 1648",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"90",",,0","70",",,0","  170",",,X","  170",",,X","19.9",",,X","25.1",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-15","10.07",",,W"," 1319",",,X"," 1400",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0,",,,"90",",,0","71",",,0","  300",",,X","  300",",,X","21.0",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-16","8.05",",,W"," 1507",",,X"," 1721",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"90",",,0","67",",,0","  210",",,X","  260",",,X","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-17","6.93",",,W"," 1444",",,X"," 1109",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"93",",,0","71",",,0","  330",",,X","  300",",,X","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-18","9.62",",,W"," 1518",",,X"," 1517",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0,",,,"92",",,0","72",",,0","  260",",,X","  250",",,X","21.9",",,X","32.0",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-19","4.92",",,W"," 1328",",,X"," 1732",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0,",,,"84",",,0","69",",,0","  210",",,X","   30",",,X","13.0",",,X","17.0",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-20","7.16",",,W"," 1924",",,X"," 0742",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"86",",,0","68",",,0","  220",",,X","  120",",,X","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-21","6.71",",,W"," 0722",",,X"," 1541",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"91",",,0","72",",,0","  320",",,X","   10",",,X","16.1",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-22","11.86",",,W"," 1856",",,X"," 1855",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0,",,,"90",",,0","69",",,0","  210",",,X","  200",",,X","25.9",",,X","32.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-23","11.86",",,W"," 1739",",,X"," 1739",",,W","2.79",",,0,2400","0.0",",,0","0.0",",,0,",,,"94",",,0","70",",,0","  250",",,X","  240",",,X","29.1",",,X","36.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-24","8.95",",,W"," 0223",",,X"," 0223",",,W","3.64",",,0,2400","0.0",",,0","0.0",",,0,",,,"87",",,0","69",",,0","  320",",,X","  310",",,X","23.9",",,X","33.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-25","9.17",",,W"," 1005",",,X"," 1012",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"81",",,0","66",",,0","   30",",,X","   60",",,X","17.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-26","5.14",",,W"," 1602",",,X"," 1635",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"84",",,0","61",",,0","  100",",,X","   80",",,X","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-27","6.49",",,W"," 1642",",,X"," 2338",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"88",",,0","68",",,0","  220",",,X","  210",",,X","14.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-28","9.40",",,W"," 1531",",,X"," 1400",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"88",",,0","73",",,0","  300",",,X","  320",",,X","16.1",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-29","6.93",",,W"," 1228",",,X"," 1331",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"82",",,0","67",",,0","   70",",,X","   50",",,X","14.1",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-30","6.04",",,W"," 2359",",,X"," 2121",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"80",",,0","69",",,0","  160",",,X","  150",",,X","14.1",",,X","17.0",",,X",,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-07-31","5.82",",,W"," 0553",",,X"," 0601",",,W","0.68",",,0,2400","0.0",",,0","0.0",",,0,",,,"80",",,0","65",",,0","  170",",,X","  180",",,X","17.0",",,X","21.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,W",,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-01","4.03",",,W"," 1826",",,X"," 1433",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"86",",,0","65",",,0","  100",",,X","   50",",,X","10.1",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-02","6.71",",,W"," 2329",",,X"," 2343",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"84",",,0","67",",,0","  230",",,X","  230",",,X","17.9",",,X","21.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,"    1",",,W",,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-03","3.36",",,W"," 2354",",,X"," 2204",",,W","0.28",",,0,2400","0.0",",,0","0.0",",,0,",,,"86",",,0","66",",,0","  240",",,X","   40",",,X","13.0",",,X","19.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-04","4.92",",,W"," 0547",",,X"," 0546",",,W","0.48",",,0,2400","0.0",",,0","0.0",",,0,",,,"83",",,0","71",",,0","  270",",,X","  270",",,X","38.0",",,X","55.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-05","10.96",",,W"," 1206",",,X"," 1205",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"83",",,0","68",",,0","  300",",,X","  310",",,X","21.9",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-06","6.49",",,W"," 1109",",,X"," 1239",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"82",",,0","64",",,0","  300",",,X","  310",",,X","14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-07","8.05",",,W"," 1703",",,X"," 1512",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"83",",,0","62",",,0","  200",",,X","  200",",,X","17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-08","9.84",",,W"," 1153",",,X"," 1151",",,W","0.08",",,0,2400","0.0",",,0","0.0",",,0,",,,"87",",,0","69",",,0","  220",",,X","  220",",,X","30.0",",,X","40.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-09","7.16",",,W"," 0404",",,X"," 0404",",,W","0.15",",,0,2400","0.0",",,0","0.0",",,0,",,,"88",",,0","72",",,0","  300",",,X","  310",",,X","21.9",",,X","25.9",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-10","4.92",",,W"," 1601",",,X"," 1508",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"89",",,0","75",",,0","   50",",,X","   60",",,X","12.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-11","6.04",",,W"," 0907",",,X"," 1514",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"90",",,0","75",",,0","  290",",,X","  280",",,X","17.0",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-12","5.82",",,W"," 1757",",,X"," 1636",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"92",",,0","74",",,0","   80",",,X","   80",",,X","12.1",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-13","7.61",",,W"," 1903",",,X"," 1903",",,W","0.25",",,0,2400","0.0",",,0","0.0",",,0,",,,"92",",,0","73",",,0","  300",",,X","  310",",,X","31.1",",,X","38.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-14","4.92",",,W"," 0113",",,X"," 0103",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"88",",,0","72",",,0","  240",",,X","  240",",,X","13.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-15","8.72",",,W"," 1501",",,X"," 1500",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"83",",,0","66",",,0","  290",",,X","  290",",,X","23.0",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-16","9.40",",,W"," 1428",",,X"," 1434",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"80",",,0","63",",,0","  260",",,X","  280",",,X","21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-17","6.04",",,W"," 1337",",,X"," 1202",",,W","0.03",",,0,2400","0.0",",,0","0.0",",,0,",,,"79",",,0","64",",,0","  310",",,X","   40",",,X","13.0",",,X","17.9",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-18","3.58",",,W"," 1945",",,X"," 1844",",,W","0.05",",,0,2400","0.0",",,0","0.0",",,0,",,,"84",",,0","63",",,0","  110",",,X","   60",",,X","10.1",",,X","19.9",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-19","4.92",",,W"," 1547",",,X"," 1452",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"88",",,0","66",",,0","  220",",,X","  220",",,X","14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-20","11.18",",,W"," 1605",",,X"," 2216",",,W","0.03",",,0,2400","0.0",",,0","0.0",",,0,",,,"92",",,0","71",",,0","  170",",,X","  210",",,X","21.9",",,X","28.0",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-21","6.04",",,W"," 1928",",,X"," 1930",",,W","0.45",",,0,2400","0.0",",,0","0.0",",,0,",,,"86",",,0","71",",,0","   40",",,X","   60",",,X","15.0",",,X","21.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-22","8.50",",,W"," 1601",",,X"," 1431",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"81",",,0","68",",,0","   70",",,X","   60",",,X","14.1",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-23","7.38",",,W"," 1354",",,X"," 1637",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"80",",,0","65",",,0","   40",",,Z","   60",",,Z","11.0",",,Z","16.1",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-24","5.82",",,W"," 2049",",,X"," 2024",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"84",",,0","64",",,0","  360",",,X","  340",",,X","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-25","10.29",",,W"," 1717",",,X"," 1025",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"79",",,0","61",",,0","  330",",,X","   10",",,X","17.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-26","5.14",",,W"," 1808",",,X",,,"0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"79",",,0","59",",,0","   90",",,X",,,"10.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-27","8.95",",,W"," 2254",",,X"," 2255",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"86",",,0","59",",,0","  190",",,X","  190",",,X","13.0",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-28","10.74",",,W"," 1452",",,X"," 1453",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"88",",,0","65",",,0","  180",",,X","  200",",,Z","17.0",",,X","19.9",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-29","11.41",",,W"," 1242",",,X"," 1242",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"94",",,0","71",",,0","  180",",,X","  180",",,X","19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-30","14.54",",,W"," 1552",",,X"," 1551",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"88",",,0","74",",,0","  190",",,X","  180",",,X","19.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-08-31","14.99",",,W"," 2204",",,X"," 2202",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"93",",,0","75",",,0","  190",",,X","  190",",,X","21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-09-01","7.38",",,W"," 0144",",,X"," 0143",",,W","0.17",",,0,2400","0.0",",,0","0.0",",,0,",,,"81",",,0","71",",,0","  200",",,X","  200",",,X","19.9",",,X","25.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-09-02","6.93",",,W"," 2023",",,X"," 2022",",,W","1.55",",,0,2400","0.0",",,0","0.0",",,0,",,,"83",",,0","65",",,0","  300",",,X","  300",",,X","25.9",",,X","36.9",",,X","    1",",,W",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2010-09-03","15.66",",,W"," 1712",",,X"," 1331",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"70",",,0","56",",,0","  290",",,X","  290",",,X","25.9",",,X","38.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
